date,risk_free_rate,ig_inception_acc,ig_inception_eur_acc,ig_inception_usd_acc,ig_inception_subordinated_acc,ig_ytd_acc,ig_ytd_eur_acc,ig_ytd_usd_acc,ig_ytd_subordinated_acc,xover_ytd_acc,bm_ig_inception_acc,bm_ig_ytd_acc,bm_xover_inception_acc,ig_inception_daily_returns,ig_inception_eur_daily_returns,ig_inception_usd_daily_returns,ig_inception_subordinated_daily_returns,ig_ytd_daily_returns,ig_ytd_eur_daily_returns,ig_ytd_usd_daily_returns,ig_ytd_subordinated_daily_returns,xover_ytd_daily_returns,bm_ig_inception_daily_returns,bm_ig_ytd_daily_returns,bm_xover_inception_daily_returns,ig_inception_excess_returns,ig_inception_eur_excess_returns,ig_inception_usd_excess_returns,ig_inception_subordinated_excess_returns,ig_ytd_excess_returns,ig_ytd_eur_excess_returns,ig_ytd_usd_excess_returns,ig_ytd_subordinated_excess_returns,xover_ytd_eur_excess_returns,ig_inception_rf_returns,ig_inception_eur_rf_returns,ig_inception_usd_rf_returns,ig_inception_subordinated_rf_returns,ig_ytd_rf_returns,ig_ytd_eur_rf_returns,ig_ytd_usd_rf_returns,ig_ytd_subordinated_rf_returns,xover_ytd_eur_rf_returns,bm_ig_inception_rf_returns,bm_ig_ytd_rf_returns,bm_xover_inception_rf_returns,ig_inception_downsidedev,ig_inception_eur_downsidedev,ig_inception_usd_downsidedev,ig_inception_subordinated_downsidedev,ig_ytd_downsidedev,ig_ytd_eur_downsidedev,ig_ytd_usd_downsidedev,ig_ytd_subordinated_downsidedev,xover_ytd_eur_downsidedev,bm_ig_inception_downsidedev,bm_ig_ytd_downsidedev,bm_xover_inception_downsidedev,ig_inception_excess_returns_acc,ig_inception_eur_excess_returns_acc,ig_inception_usd_excess_returns_acc,ig_inception_subordinated_excess_returns_acc,ig_ytd_excess_returns_acc,ig_ytd_eur_excess_returns_acc,ig_ytd_usd_excess_returns_acc,ig_ytd_subordinated_excess_returns_acc,xover_ytd_eur_excess_returns_acc,ig_inception_sum_mv,ig_inception_eur_mv,ig_inception_usd_mv,ig_inception_subordinated_mv,xover_ytd_mv,ig_inception_absolute_returns,ig_inception_eur_absolute_returns,ig_inception_usd_absolute_returns,ig_inception_subordinated_absolute_returns,xover_ytd_absolute_returns,date_monthly_te,monthly_rolling_te,date_quarterly_te,quarterly_rolling_te,date_6m_te,6m_rolling_te
4/13/2018,0.00144972%,-0.05%,-0.10%,0.00%,0.21%,1.95%,2.36%,2.19%,1.62%,1.27%,0.09%,1.07%,0.60%,0.02%,0.00%,0.00%,0.18%,-0.03%,-0.03%,-0.12%,0.15%,0.33%,0.11%,-0.02%,0.18%,-0.09%,-0.11%,-0.11%,0.07%,-0.01%,-0.01%,-0.10%,0.17%,0.15%,0.02%,0.00%,0.00%,0.18%,-0.04%,-0.03%,-0.12%,0.14%,0.33%,0.11%,-0.02%,0.18%,,0.00%,0.00%,,-0.03%,-0.03%,-0.12%,,,,-0.02%,,-0.14%,-0.19%,-0.09%,0.12%,1.86%,1.29%,1.12%,0.55%,0.67%," 1,330,883,652 "," 1,216,072,792 ", -   ," 114,810,860 "," 1,304,996,521 "," 474,081 "," (334,072)", -   ," 808,153 "," 2,420,106 ",4/13/2018,0.253%,,#N/A,,#N/A
4/16/2018,0.00151134%,0.02%,-0.03%,0.00%,0.30%,2.01%,2.41%,2.30%,1.56%,2.13%,0.10%,1.11%,0.85%,0.07%,0.07%,0.00%,0.10%,0.06%,0.05%,0.12%,-0.06%,0.86%,0.02%,0.04%,0.25%,0.06%,0.05%,-0.02%,0.08%,0.02%,0.01%,0.08%,-0.10%,0.60%,0.07%,0.07%,0.00%,0.09%,0.06%,0.05%,0.11%,-0.06%,0.85%,0.01%,0.04%,0.25%,,,0.00%,,,,,-0.06%,,,,,-0.08%,-0.14%,-0.10%,0.20%,1.90%,1.30%,1.19%,0.45%,1.27%," 1,347,033,511 "," 1,232,104,294 ", -   ," 114,929,217 "," 1,315,094,301 "," 1,532,539 "," 606,029 ", -   ," 926,510 "," 12,517,886 ",4/16/2018,0.266%,,#N/A,,#N/A
4/17/2018,0.00149427%,0.07%,0.01%,0.00%,0.37%,2.17%,2.51%,2.61%,1.63%,2.75%,0.19%,1.19%,1.11%,0.04%,0.04%,0.00%,0.07%,0.16%,0.10%,0.31%,0.07%,0.62%,0.08%,0.09%,0.26%,-0.04%,-0.04%,-0.08%,-0.01%,0.07%,0.01%,0.22%,-0.02%,0.37%,0.04%,0.04%,0.00%,0.07%,0.16%,0.10%,0.31%,0.07%,0.62%,0.08%,0.09%,0.25%,,,0.00%,,,,,,,,,,-0.12%,-0.18%,-0.19%,0.18%,1.98%,1.31%,1.42%,0.43%,1.64%," 1,340,389,041 "," 1,225,386,331 ", -   ," 115,002,709 "," 1,323,134,641 "," 2,044,567 "," 1,044,564 ", -   ," 1,000,003 "," 20,558,226 ",4/17/2018,0.242%,,#N/A,,#N/A
4/18/2018,0.00154663%,0.04%,-0.02%,0.00%,0.36%,2.20%,2.56%,2.61%,1.63%,2.45%,0.07%,1.23%,0.85%,-0.02%,-0.02%,0.00%,-0.01%,0.03%,0.05%,0.00%,0.00%,-0.30%,-0.12%,0.04%,-0.25%,0.09%,0.09%,0.12%,0.11%,-0.01%,0.01%,-0.03%,-0.04%,-0.04%,-0.02%,-0.02%,0.00%,-0.01%,0.02%,0.05%,0.00%,0.00%,-0.30%,-0.12%,0.03%,-0.26%,-0.02%,-0.02%,0.00%,-0.01%,,,0.00%,0.00%,-0.30%,-0.12%,,-0.25%,-0.03%,-0.09%,-0.07%,0.29%,2.12%,1.33%,1.38%,0.40%,1.60%," 1,360,296,926 "," 1,245,206,079 ", -   ," 115,090,847 "," 1,111,370,383 "," 1,897,370 "," 896,276 ", -   ," 1,001,095 "," 9,266,676 ",4/18/2018,0.244%,,#N/A,,#N/A
4/19/2018,0.00147281%,-0.18%,-0.26%,0.00%,0.41%,2.17%,2.56%,2.54%,1.57%,2.66%,-0.19%,1.23%,1.01%,-0.22%,-0.25%,0.00%,0.05%,-0.03%,0.01%,-0.07%,-0.06%,0.21%,-0.26%,0.00%,0.16%,0.04%,0.02%,0.26%,0.31%,-0.03%,0.01%,-0.07%,-0.05%,0.05%,-0.22%,-0.25%,0.00%,0.05%,-0.03%,0.01%,-0.08%,-0.06%,0.21%,-0.27%,-0.01%,0.16%,-0.22%,-0.25%,0.00%,,-0.03%,0.01%,-0.07%,-0.06%,,-0.26%,0.00%,,0.01%,-0.07%,0.19%,0.60%,2.36%,1.34%,1.31%,0.34%,1.65%," 1,357,258,690 "," 1,242,113,887 ", -   ," 115,144,803 "," 1,113,689,468 "," (1,140,866)"," (2,195,917)", -   ," 1,055,051 "," 11,585,762 ",4/19/2018,0.261%,,#N/A,,#N/A
4/20/2018,0.00156335%,-0.20%,-0.28%,0.00%,0.37%,2.21%,2.61%,2.57%,1.61%,2.37%,-0.19%,1.25%,0.92%,-0.02%,-0.02%,0.00%,-0.04%,0.04%,0.04%,0.03%,0.04%,-0.29%,0.00%,0.03%,-0.10%,-0.02%,-0.02%,0.00%,-0.04%,0.01%,0.02%,0.01%,0.02%,-0.19%,-0.02%,-0.02%,0.00%,-0.04%,0.04%,0.04%,0.03%,0.04%,-0.29%,0.00%,0.02%,-0.10%,-0.02%,-0.02%,0.00%,-0.04%,,,,,-0.29%,0.00%,,-0.10%,-0.01%,-0.09%,0.19%,0.56%,2.40%,1.36%,1.32%,0.36%,1.46%," 1,356,967,772 "," 1,241,873,298 ", -   ," 115,094,474 "," 1,109,319,778 "," (1,431,784)"," (2,436,505)", -   ," 1,004,721 "," 7,216,072 ",4/20/2018,0.264%,,#N/A,,#N/A
4/23/2018,0.00183974%,-0.31%,-0.39%,0.00%,0.25%,2.28%,2.69%,2.64%,1.69%,2.32%,-0.29%,1.32%,0.32%,-0.11%,-0.11%,0.00%,-0.11%,0.07%,0.08%,0.06%,0.08%,-0.06%,-0.10%,0.07%,-0.59%,-0.01%,-0.01%,0.10%,-0.01%,0.01%,0.01%,0.00%,0.01%,0.53%,-0.11%,-0.11%,0.00%,-0.12%,0.07%,0.08%,0.06%,0.08%,-0.06%,-0.10%,0.06%,-0.59%,-0.11%,-0.11%,0.00%,-0.11%,,,,,-0.06%,-0.10%,,-0.59%,-0.01%,-0.09%,0.29%,0.55%,2.57%,1.37%,1.32%,0.37%,1.99%," 1,434,542,180 "," 1,231,553,075 ", -   ," 202,989,105 "," 1,102,614,578 "," (2,852,140)"," (3,729,698)", -   ," 877,558 "," 510,872 ",4/23/2018,0.265%,,#N/A,,#N/A
4/24/2018,0.00180152%,-0.32%,-0.40%,0.00%,0.21%,2.32%,2.64%,2.86%,1.65%,2.01%,-0.29%,1.31%,0.50%,-0.02%,-0.01%,0.00%,-0.04%,0.04%,-0.05%,0.23%,-0.04%,-0.31%,0.00%,-0.01%,0.17%,-0.02%,-0.02%,0.00%,-0.04%,0.05%,-0.04%,0.23%,-0.03%,-0.48%,-0.02%,-0.02%,0.00%,-0.05%,0.04%,-0.05%,0.23%,-0.04%,-0.31%,0.00%,-0.01%,0.17%,-0.02%,-0.01%,0.00%,-0.04%,,-0.05%,,-0.04%,-0.31%,0.00%,-0.01%,,-0.03%,-0.11%,0.29%,0.50%,2.62%,1.33%,1.55%,0.34%,1.51%," 1,397,771,610 "," 1,194,873,336 ", -   ," 202,898,275 "," 1,100,860,083 "," (3,144,401)"," (3,931,128)", -   ," 786,727 "," (1,243,623)",4/24/2018,0.264%,,#N/A,,#N/A
4/25/2018,0.00196703%,-0.37%,-0.42%,0.00%,0.01%,2.28%,2.64%,3.06%,0.98%,1.93%,-0.28%,1.35%,0.47%,-0.05%,-0.02%,0.00%,-0.20%,-0.05%,0.00%,0.20%,-0.68%,-0.08%,0.01%,0.04%,-0.03%,-0.06%,-0.03%,-0.01%,-0.21%,-0.09%,-0.05%,0.16%,-0.72%,-0.05%,-0.05%,-0.02%,0.00%,-0.20%,-0.05%,-0.01%,0.20%,-0.68%,-0.08%,0.01%,0.04%,-0.03%,-0.05%,-0.02%,0.00%,-0.20%,-0.05%,0.00%,,-0.68%,-0.08%,0.01%,,-0.03%,-0.09%,-0.14%,0.28%,0.29%,2.56%,1.28%,1.71%,-0.38%,1.46%," 1,397,304,882 "," 1,194,786,137 ", -   ," 202,518,745 "," 1,098,384,058 "," (3,611,129)"," (4,018,327)", -   ," 407,198 "," (2,814,802)",4/25/2018,0.264%,,#N/A,,#N/A
4/26/2018,0.00194388%,-0.26%,-0.28%,0.00%,-0.02%,2.32%,2.64%,3.27%,0.80%,1.48%,-0.15%,1.33%,0.37%,0.11%,0.14%,0.00%,-0.03%,0.04%,0.00%,0.21%,-0.18%,-0.45%,0.14%,-0.03%,-0.10%,-0.02%,0.00%,-0.14%,-0.17%,0.07%,0.03%,0.23%,-0.15%,-0.35%,0.11%,0.14%,0.00%,-0.03%,0.04%,0.00%,0.20%,-0.18%,-0.45%,0.14%,-0.03%,-0.10%,,,0.00%,-0.03%,,0.00%,,-0.18%,-0.45%,,-0.03%,-0.10%,-0.11%,-0.14%,0.15%,0.13%,2.46%,1.31%,1.94%,-0.53%,1.10%," 1,412,269,867 "," 1,196,794,613 ", -   ," 215,475,255 "," 1,092,424,377 "," (1,602,906)"," (2,009,851)", -   ," 406,945 "," (8,774,483)",4/26/2018,0.269%,,#N/A,,#N/A
4/30/2018,0.00178515%,-0.17%,-0.17%,0.00%,-0.08%,2.12%,2.43%,3.11%,0.57%,1.52%,0.00%,1.12%,0.41%,0.08%,0.11%,0.00%,-0.06%,-0.20%,-0.21%,-0.16%,-0.23%,0.04%,0.15%,-0.21%,0.04%,-0.06%,-0.04%,-0.15%,-0.21%,0.01%,0.00%,0.05%,-0.02%,0.00%,0.08%,0.11%,0.00%,-0.06%,-0.20%,-0.21%,-0.16%,-0.23%,0.04%,0.15%,-0.21%,0.04%,,,0.00%,-0.06%,-0.20%,-0.21%,-0.16%,-0.23%,0.04%,,-0.21%,,-0.17%,-0.17%,0.00%,-0.08%,2.12%,1.31%,1.99%,-0.55%,1.11%," 1,413,316,352 "," 1,197,995,808 ", -   ," 215,320,544 "," 1,084,726,352 "," (556,422)"," (808,656)", -   ," 252,234 "," (12,071,678)",4/30/2018,0.254%,,#N/A,,#N/A
5/1/2018,0.00178539%,-0.17%,-0.16%,0.00%,-0.11%,1.94%,2.38%,2.93%,-0.09%,1.49%,0.00%,1.06%,0.88%,0.01%,0.01%,0.00%,-0.03%,-0.18%,-0.04%,-0.18%,-0.66%,-0.03%,0.00%,-0.06%,0.46%,0.00%,0.01%,0.00%,-0.03%,-0.13%,0.01%,-0.13%,-0.60%,-0.49%,0.01%,0.01%,0.00%,-0.03%,-0.18%,-0.05%,-0.19%,-0.66%,-0.03%,0.00%,-0.06%,0.46%,0.01%,,0.00%,-0.03%,-0.18%,-0.04%,-0.18%,-0.66%,-0.03%,0.00%,-0.06%,,-0.17%,-0.17%,0.00%,-0.11%,1.93%,1.32%,1.87%,-1.15%,0.61%," 1,413,501,573 "," 1,198,224,368 ", -   ," 215,277,205 "," 1,089,583,306 "," (371,201)"," (580,096)", -   ," 208,895 "," (7,214,724)",5/1/2018,0.257%,,#N/A,,#N/A
5/2/2018,0.00170221%,-0.22%,-0.22%,0.00%,-0.16%,1.75%,2.02%,3.31%,-0.83%,2.03%,-0.08%,0.73%,0.91%,-0.06%,-0.06%,0.00%,-0.05%,-0.18%,-0.36%,0.39%,-0.74%,0.54%,-0.09%,-0.33%,0.03%,0.03%,0.03%,0.09%,0.04%,0.15%,-0.03%,0.72%,-0.40%,0.51%,-0.06%,-0.06%,0.00%,-0.05%,-0.18%,-0.36%,0.38%,-0.74%,0.54%,-0.09%,-0.34%,0.03%,-0.06%,-0.06%,0.00%,-0.05%,-0.18%,-0.36%,,-0.74%,,-0.09%,-0.33%,,-0.14%,-0.14%,0.08%,-0.08%,1.84%,1.29%,2.59%,-1.56%,1.12%," 1,412,351,095 "," 1,197,233,402 ", -   ," 215,117,694 "," 1,093,823,173 "," (1,521,678)"," (1,571,062)", -   ," 49,384 "," (2,974,856)",5/2/2018,0.249%,,#N/A,,#N/A
5/3/2018,0.00165345%,-0.15%,-0.07%,0.00%,-0.47%,1.75%,2.02%,3.31%,-0.83%,2.63%,0.04%,0.73%,0.62%,0.07%,0.14%,0.00%,-0.32%,0.00%,0.00%,0.00%,0.00%,0.60%,0.13%,0.00%,-0.28%,-0.05%,0.02%,-0.13%,-0.44%,0.00%,0.00%,0.00%,0.00%,0.88%,0.07%,0.14%,0.00%,-0.32%,0.00%,0.00%,0.00%,0.00%,0.60%,0.12%,0.00%,-0.29%,,,0.00%,-0.32%,0.00%,0.00%,0.00%,0.00%,,,0.00%,-0.28%,-0.19%,-0.12%,-0.04%,-0.52%,1.71%,1.29%,2.59%,-1.56%,2.01%," 1,413,526,086 "," 1,199,071,293 ", -   ," 214,454,794 "," 1,097,025,489 "," (346,687)"," 266,829 ", -   ," (613,516)"," 227,459 ",5/3/2018,0.237%,,#N/A,,#N/A
5/4/2018,0.00173200%,-0.23%,-0.15%,0.00%,-0.57%,1.84%,2.00%,3.63%,-0.78%,2.81%,-0.06%,0.69%,0.88%,-0.08%,-0.07%,0.00%,-0.10%,0.09%,-0.02%,0.31%,0.05%,0.18%,-0.10%,-0.03%,0.26%,0.03%,0.03%,0.10%,0.01%,0.12%,0.01%,0.35%,0.09%,-0.07%,-0.08%,-0.08%,0.00%,-0.10%,0.09%,-0.02%,0.31%,0.05%,0.18%,-0.11%,-0.04%,0.26%,-0.08%,-0.07%,0.00%,-0.10%,,-0.02%,,,,-0.10%,-0.03%,,-0.17%,-0.09%,0.06%,-0.51%,1.90%,1.31%,2.93%,-1.47%,1.93%," 1,455,562,483 "," 1,198,167,130 ", -   ," 257,395,353 "," 1,099,168,656 "," (1,463,134)"," (637,334)", -   ," (825,800)"," 2,370,626 ",5/4/2018,0.240%,,#N/A,,#N/A
5/7/2018,0.00154221%,-0.22%,-0.14%,0.00%,-0.56%,2.01%,2.09%,3.85%,-0.32%,2.98%,-0.05%,0.80%,1.12%,0.00%,0.00%,0.00%,0.01%,0.17%,0.09%,0.22%,0.46%,0.17%,0.01%,0.10%,0.24%,-0.01%,-0.01%,-0.01%,0.00%,0.07%,-0.01%,0.12%,0.36%,-0.07%,0.00%,0.00%,0.00%,0.01%,0.17%,0.09%,0.22%,0.46%,0.17%,0.01%,0.10%,0.24%,0.00%,0.00%,0.00%,0.01%,,,,,,,,,-0.17%,-0.10%,0.05%,-0.51%,2.06%,1.30%,3.05%,-1.12%,1.86%," 1,453,477,301 "," 1,198,099,850 ", -   ," 255,377,451 "," 1,102,013,823 "," (1,531,018)"," (704,614)", -   ," (826,405)"," 5,215,793 ",5/7/2018,0.231%,,#N/A,,#N/A
5/8/2018,0.00159451%,-0.22%,-0.16%,0.00%,-0.50%,2.29%,2.24%,4.39%,-0.01%,3.31%,-0.11%,0.93%,1.27%,0.00%,-0.02%,0.00%,0.06%,0.28%,0.15%,0.54%,0.32%,0.32%,-0.06%,0.14%,0.14%,0.06%,0.04%,0.06%,0.12%,0.14%,0.01%,0.41%,0.18%,0.18%,0.00%,-0.02%,0.00%,0.06%,0.28%,0.15%,0.54%,0.31%,0.32%,-0.06%,0.14%,0.14%,0.00%,-0.02%,0.00%,,,,,,,-0.06%,,,-0.12%,-0.05%,0.11%,-0.39%,2.40%,1.31%,3.46%,-0.94%,2.04%," 1,453,775,879 "," 1,198,178,489 ", -   ," 255,597,390 "," 1,108,075,812 "," (1,232,440)"," (625,974)", -   ," (606,466)"," 11,277,783 ",5/8/2018,0.226%,,#N/A,,#N/A
5/9/2018,0.00154255%,-0.23%,-0.15%,0.00%,-0.57%,2.36%,2.37%,4.45%,-0.25%,3.75%,-0.13%,0.96%,1.43%,0.00%,0.01%,0.00%,-0.07%,0.07%,0.13%,0.06%,-0.25%,0.44%,-0.02%,0.03%,0.16%,0.01%,0.03%,0.02%,-0.06%,0.05%,0.11%,0.04%,-0.27%,0.28%,-0.01%,0.01%,0.00%,-0.08%,0.07%,0.13%,0.06%,-0.25%,0.44%,-0.02%,0.02%,0.16%,0.00%,,0.00%,-0.07%,,,,-0.25%,,-0.02%,,,-0.10%,-0.02%,0.13%,-0.45%,2.49%,1.42%,3.50%,-1.21%,2.32%," 1,453,612,927 "," 1,198,224,703 ", -   ," 255,388,225 "," 1,111,533,782 "," (1,395,392)"," (579,761)", -   ," (815,631)"," 14,735,752 ",5/9/2018,0.229%,,#N/A,,#N/A
5/14/2018,0.00164336%,-0.40%,-0.40%,0.00%,-0.36%,2.11%,2.05%,4.52%,-0.95%,3.95%,-0.28%,0.59%,1.31%,-0.17%,-0.25%,0.00%,0.21%,-0.25%,-0.33%,0.07%,-0.69%,0.20%,-0.16%,-0.37%,-0.11%,-0.01%,-0.09%,0.16%,0.37%,0.11%,0.04%,0.43%,-0.33%,0.31%,-0.17%,-0.25%,0.00%,0.21%,-0.25%,-0.33%,0.06%,-0.69%,0.20%,-0.16%,-0.37%,-0.12%,-0.17%,-0.25%,0.00%,,-0.25%,-0.33%,,-0.69%,,-0.16%,-0.37%,-0.11%,-0.11%,-0.12%,0.28%,-0.08%,2.39%,1.45%,3.93%,-1.54%,2.64%," 1,451,288,084 "," 1,195,330,557 ", -   ," 255,957,527 "," 1,114,260,633 "," (3,720,235)"," (3,473,907)", -   ," (246,329)"," 17,462,603 ",5/14/2018,0.226%,,#N/A,,#N/A
5/15/2018,0.00164815%,-0.54%,-0.53%,0.00%,-0.57%,1.01%,1.15%,3.49%,-3.44%,4.05%,-0.45%,-0.48%,1.14%,-0.14%,-0.13%,0.00%,-0.21%,-1.10%,-0.89%,-1.03%,-2.49%,0.10%,-0.16%,-1.07%,-0.18%,0.02%,0.03%,0.16%,-0.05%,-0.03%,0.18%,0.04%,-1.42%,0.28%,-0.14%,-0.13%,0.00%,-0.21%,-1.10%,-0.89%,-1.03%,-2.50%,0.10%,-0.16%,-1.07%,-0.18%,-0.14%,-0.13%,0.00%,-0.21%,-1.10%,-0.89%,-1.03%,-2.49%,,-0.16%,-1.07%,-0.18%,-0.10%,-0.09%,0.45%,-0.13%,1.45%,1.63%,3.97%,-2.96%,2.92%," 1,448,985,842 "," 1,193,607,836 ", -   ," 255,378,006 "," 1,112,464,862 "," (6,022,477)"," (5,196,627)", -   ," (825,850)"," 15,666,832 ",5/15/2018,0.202%,,#N/A,,#N/A
5/16/2018,0.00185465%,-0.64%,-0.58%,0.00%,-0.90%,0.73%,0.84%,3.10%,-3.26%,3.79%,-0.40%,-0.59%,0.95%,-0.10%,-0.05%,0.00%,-0.32%,-0.28%,-0.31%,-0.39%,0.18%,-0.27%,0.04%,-0.11%,-0.18%,-0.14%,-0.09%,-0.04%,-0.36%,-0.17%,-0.20%,-0.28%,0.29%,-0.08%,-0.10%,-0.05%,0.00%,-0.32%,-0.28%,-0.31%,-0.39%,0.17%,-0.27%,0.04%,-0.11%,-0.18%,-0.10%,-0.05%,0.00%,-0.32%,-0.28%,-0.31%,-0.39%,,-0.27%,,-0.11%,-0.18%,-0.24%,-0.18%,0.40%,-0.49%,1.13%,1.43%,3.69%,-2.68%,2.83%," 1,447,363,680 "," 1,192,840,998 ", -   ," 254,522,682 "," 1,110,762,275 "," (7,644,640)"," (5,963,466)", -   ," (1,681,174)"," 13,964,245 ",5/16/2018,0.200%,,#N/A,,#N/A
5/17/2018,0.00198582%,-0.70%,-0.63%,0.00%,-0.97%,0.21%,0.62%,1.98%,-3.55%,3.62%,-0.54%,-0.83%,0.75%,-0.06%,-0.05%,0.00%,-0.07%,-0.52%,-0.22%,-1.12%,-0.29%,-0.17%,-0.13%,-0.24%,-0.21%,0.08%,0.08%,0.13%,0.06%,-0.28%,0.02%,-0.88%,-0.05%,0.04%,-0.06%,-0.05%,0.00%,-0.08%,-0.52%,-0.22%,-1.12%,-0.29%,-0.17%,-0.14%,-0.24%,-0.21%,-0.06%,-0.05%,0.00%,-0.07%,-0.52%,-0.22%,-1.12%,-0.29%,-0.17%,-0.13%,-0.24%,-0.21%,-0.16%,-0.10%,0.54%,-0.43%,0.75%,1.45%,2.81%,-2.72%,2.87%," 1,446,109,497 "," 1,191,797,266 ", -   ," 254,312,231 "," 1,107,008,038 "," (8,563,595)"," (6,671,970)", -   ," (1,891,625)"," 10,210,008 ",5/17/2018,0.226%,,#N/A,,#N/A
5/18/2018,0.00184226%,-0.68%,-0.59%,0.00%,-1.06%,-0.77%,-0.11%,1.09%,-6.53%,3.55%,-0.39%,-1.79%,0.54%,0.02%,0.04%,0.00%,-0.09%,-0.98%,-0.73%,-0.89%,-2.98%,-0.07%,0.14%,-0.96%,-0.21%,-0.13%,-0.10%,-0.14%,-0.24%,-0.02%,0.22%,0.07%,-2.02%,0.14%,0.02%,0.04%,0.00%,-0.09%,-0.98%,-0.74%,-0.89%,-2.98%,-0.07%,0.14%,-0.96%,-0.21%,,,0.00%,-0.09%,-0.98%,-0.73%,-0.89%,-2.98%,-0.07%,,-0.96%,-0.21%,-0.29%,-0.20%,0.39%,-0.67%,-0.37%,1.68%,2.88%,-4.74%,3.01%," 1,466,825,581 "," 1,212,743,509 ", -   ," 254,082,072 "," 1,104,113,002 "," (8,268,791)"," (6,147,007)", -   ," (2,121,784)"," 7,314,972 ",5/18/2018,0.233%,,#N/A,,#N/A
5/22/2018,0.00173575%,-0.75%,-0.59%,0.00%,-1.49%,-1.60%,-0.86%,-0.09%,-6.57%,3.70%,-0.50%,-2.46%,0.68%,-0.07%,0.00%,0.00%,-0.43%,-0.83%,-0.75%,-1.18%,-0.04%,0.15%,-0.11%,-0.67%,0.14%,0.03%,0.11%,0.11%,-0.32%,-0.16%,-0.08%,-0.51%,0.63%,0.02%,-0.07%,0.00%,0.00%,-0.43%,-0.83%,-0.75%,-1.18%,-0.04%,0.15%,-0.11%,-0.67%,0.14%,-0.07%,0.00%,0.00%,-0.43%,-0.83%,-0.75%,-1.18%,-0.04%,,-0.11%,-0.67%,,-0.25%,-0.09%,0.50%,-0.99%,-1.10%,1.60%,2.37%,-4.11%,3.02%," 1,503,122,893 "," 1,250,151,521 ", -   ," 252,971,372 "," 1,104,379,703 "," (9,421,768)"," (6,189,284)", -   ," (3,232,484)"," 7,581,673 ",5/22/2018,0.260%,,#N/A,,#N/A
5/23/2018,0.00150968%,-0.82%,-0.62%,0.00%,-1.78%,-2.97%,-2.04%,-1.43%,-9.85%,3.80%,-0.46%,-3.82%,0.91%,-0.07%,-0.03%,0.00%,-0.29%,-1.38%,-1.18%,-1.35%,-3.28%,0.10%,0.04%,-1.36%,0.23%,-0.11%,-0.06%,-0.04%,-0.33%,-0.01%,0.18%,0.02%,-1.92%,-0.13%,-0.07%,-0.03%,0.00%,-0.30%,-1.38%,-1.18%,-1.35%,-3.28%,0.10%,0.03%,-1.36%,0.23%,-0.07%,-0.03%,0.00%,-0.29%,-1.38%,-1.18%,-1.35%,-3.28%,,,-1.36%,,-0.36%,-0.15%,0.46%,-1.32%,-2.51%,1.78%,2.39%,-6.03%,2.90%," 1,527,537,657 "," 1,275,261,374 ", -   ," 252,276,283 "," 1,109,025,996 "," (10,163,667)"," (6,236,094)", -   ," (3,927,573)"," 12,227,966 ",5/23/2018,0.243%,,#N/A,,#N/A
5/24/2018,0.00166108%,-0.76%,-0.49%,0.00%,-2.03%,-4.20%,-2.97%,-2.98%,-12.02%,4.15%,-0.37%,-4.73%,1.21%,0.06%,0.12%,0.00%,-0.25%,-1.23%,-0.93%,-1.55%,-2.17%,0.35%,0.09%,-0.91%,0.31%,-0.03%,0.03%,-0.09%,-0.34%,-0.31%,-0.02%,-0.64%,-1.26%,0.04%,0.06%,0.12%,0.00%,-0.25%,-1.23%,-0.94%,-1.55%,-2.17%,0.34%,0.09%,-0.91%,0.30%,,,0.00%,-0.25%,-1.23%,-0.93%,-1.55%,-2.17%,,,-0.91%,,-0.39%,-0.12%,0.37%,-1.65%,-3.82%,1.76%,1.75%,-7.29%,2.94%," 1,641,774,555 "," 1,368,981,317 ", -   ," 272,793,237 "," 1,130,717,249 "," (9,180,588)"," (4,625,304)", -   ," (4,555,285)"," 18,970,723 ",5/24/2018,0.255%,,#N/A,,#N/A
5/25/2018,0.00145542%,-0.74%,-0.42%,0.00%,-2.30%,-6.84%,-5.23%,-6.16%,-15.40%,4.58%,-0.33%,-6.92%,1.20%,0.02%,0.08%,0.00%,-0.27%,-2.64%,-2.25%,-3.18%,-3.38%,0.43%,0.04%,-2.19%,-0.01%,-0.03%,0.03%,-0.04%,-0.31%,-0.45%,-0.06%,-0.99%,-1.19%,0.44%,0.02%,0.07%,0.00%,-0.27%,-2.65%,-2.25%,-3.18%,-3.38%,0.43%,0.04%,-2.19%,-0.01%,,,0.00%,-0.27%,-2.64%,-2.25%,-3.18%,-3.38%,,,-2.19%,-0.01%,-0.41%,-0.09%,0.33%,-1.97%,-6.51%,1.69%,0.76%,-8.48%,3.38%," 1,736,071,969 "," 1,440,082,545 ", -   ," 295,989,423 "," 1,132,334,073 "," (9,119,069)"," (3,770,744)", -   ," (5,348,325)"," 20,587,547 ",5/25/2018,0.255%,,#N/A,,#N/A
